"","ONTOLOGY","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0070613","BP","GO:0070613","regulation of protein processing",23,0.80170094466766,1.77575878349405,0.000100210441928049,0.00907213790936275,0.00791135067853018,208,"tags=35%, list=7%, signal=33%","PRNP/PLAU/CARD16/SERPINE1/S100A10/ANXA2/SPON1/GSN"
"GO:1903317","BP","GO:1903317","regulation of protein maturation",23,0.80170094466766,1.77575878349405,0.000100210441928049,0.00907213790936275,0.00791135067853018,208,"tags=35%, list=7%, signal=33%","PRNP/PLAU/CARD16/SERPINE1/S100A10/ANXA2/SPON1/GSN"
"GO:0006813","BP","GO:0006813","potassium ion transport",28,0.772136225866052,1.73596529132229,0.0001001001001001,0.00907213790936275,0.00791135067853018,219,"tags=25%, list=7%, signal=23%","PRNP/SLC1A3/KCNF1/CD63/ATP1A2/PTK2B/FLNA"
"GO:0004866","MF","GO:0004866","endopeptidase inhibitor activity",33,0.75574245247067,1.71911289955939,0.000100050025012506,0.00907213790936275,0.00791135067853018,317,"tags=39%, list=10%, signal=36%","PRNP/SERPINA3/CARD16/A2M/SERPINE1/TIMP3/SPOCK2/ANXA2/RARRES1/CST3/TIMP4/SERPINH1/BST2"
"GO:0030414","MF","GO:0030414","peptidase inhibitor activity",33,0.75574245247067,1.71911289955939,0.000100050025012506,0.00907213790936275,0.00791135067853018,317,"tags=39%, list=10%, signal=36%","PRNP/SERPINA3/CARD16/A2M/SERPINE1/TIMP3/SPOCK2/ANXA2/RARRES1/CST3/TIMP4/SERPINH1/BST2"
"GO:0005539","MF","GO:0005539","glycosaminoglycan binding",33,0.752488272150543,1.71171050559894,0.000100050025012506,0.00907213790936275,0.00791135067853018,446,"tags=42%, list=14%, signal=37%","PRNP/CD44/LPL/FGF1/FGFRL1/THBS2/PTCH1/SPOCK2/POSTN/EVA1C/HBEGF/APOE/NRP2/LYSMD3"
"GO:0002020","MF","GO:0002020","protease binding",34,0.746408440645409,1.70143415812572,0.000100030009002701,0.00907213790936275,0.00791135067853018,205,"tags=26%, list=7%, signal=25%","PRNP/CARD16/A2M/SERPINE1/LDLR/TIMP3/ANXA2/CST3/TIMP4"
"GO:0061135","MF","GO:0061135","endopeptidase regulator activity",37,0.735814693470694,1.68681133517384,9.99900009999e-05,0.00907213790936275,0.00791135067853018,317,"tags=35%, list=10%, signal=32%","PRNP/SERPINA3/CARD16/A2M/SERPINE1/TIMP3/SPOCK2/ANXA2/RARRES1/CST3/TIMP4/SERPINH1/BST2"
"GO:0061134","MF","GO:0061134","peptidase regulator activity",41,0.720292100971917,1.66277596801215,9.99900009999e-05,0.00907213790936275,0.00791135067853018,317,"tags=32%, list=10%, signal=29%","PRNP/SERPINA3/CARD16/A2M/SERPINE1/TIMP3/SPOCK2/ANXA2/RARRES1/CST3/TIMP4/SERPINH1/BST2"
"GO:0031345","BP","GO:0031345","negative regulation of cell projection organization",36,0.714572581036789,1.6352977212677,0.0001000200040008,0.00907213790936275,0.00791135067853018,362,"tags=31%, list=12%, signal=27%","PRNP/SPP1/PMP22/GFAP/VIM/LPAR1/FLNA/RGMA/ITGA3/SPRY2/APOE"
